quote_date,expiration,option_type,strike,bid,ask,last,volume,open_interest,implied_volatility,delta,gamma,theta,vega
2016-12-15,2017-02-03,put,244.0,16.8216,17.6118,17.2167,5000,50000,0.116687,-0.950916,0.010375,-2.44567,8.530997
2016-12-16,2017-01-06,call,208.0,16.7239,17.5088,17.1164,5000,50000,0.133528,0.993497,0.002533,-2.196602,0.985554
2016-12-16,2017-01-06,call,214.0,11.067,11.4329,11.25,5000,50000,0.129364,0.950125,0.01474,-7.279366,5.556017
2016-12-16,2017-01-06,put,214.0,0.1448,0.1496,0.1472,5000,50000,0.129364,-0.049875,0.01474,-6.188287,5.556017
2016-12-16,2017-01-06,call,219.0,6.6931,6.838,6.7656,5000,50000,0.125983,0.822553,0.03824,-16.278218,14.037211
2016-12-16,2017-01-06,put,219.0,0.6542,0.6684,0.6613,5000,50000,0.125983,-0.177447,0.03824,-15.161645,14.037211
2016-12-16,2017-01-06,call,225.0,2.6696,2.6912,2.6804,5000,50000,0.122026,0.512259,0.060538,-23.399943,21.524244
2016-12-16,2017-01-06,put,225.0,2.564,2.5848,2.5744,5000,50000,0.122026,-0.487741,0.060538,-22.252779,21.524244
2016-12-16,2017-01-06,call,231.0,0.6282,0.6417,0.635,5000,50000,0.118173,0.184684,0.041802,-14.990315,14.393245
2016-12-16,2017-01-06,put,231.0,6.4579,6.5965,6.5272,5000,50000,0.118173,-0.815316,0.041802,-13.812561,14.393245
2016-12-16,2017-01-06,call,236.0,0.1109,0.1145,0.1127,5000,50000,0.115038,0.044665,0.015173,-5.135153,5.085806
2016-12-16,2017-01-06,put,236.0,10.8255,11.1815,11.0035,5000,50000,0.115038,-0.955335,0.015173,-3.931906,5.085806
2016-12-16,2017-01-06,put,242.0,16.5095,17.2813,16.8954,5000,50000,0.111363,-0.996489,0.001753,0.679232,0.568932
2016-12-16,2017-01-20,call,208.0,16.8412,17.6317,17.2365,5000,50000,0.133528,0.973616,0.006571,-3.996074,4.26076
2016-12-16,2017-01-20,put,208.0,0.0926,0.097,0.0948,5000,50000,0.133528,-0.026384,0.006571,-2.935793,4.26076
2016-12-16,2017-01-20,call,214.0,11.3846,11.761,11.5728,5000,50000,0.129364,0.901116,0.019309,-9.157356,12.129952
2016-12-16,2017-01-20,put,214.0,0.4212,0.4351,0.4282,5000,50000,0.129364,-0.098884,0.019309,-8.066489,12.129952
2016-12-16,2017-01-20,call,219.0,7.2846,7.4423,7.3634,5000,50000,0.125983,0.767129,0.034827,-14.839674,21.306965
2016-12-16,2017-01-20,put,219.0,1.2033,1.2294,1.2163,5000,50000,0.125983,-0.232871,0.034827,-13.72332,21.306965
2016-12-16,2017-01-20,call,225.0,3.4526,3.4806,3.4666,5000,50000,0.122026,0.514574,0.046884,-18.25015,27.782252
2016-12-16,2017-01-20,put,225.0,3.3032,3.33,3.3166,5000,50000,0.122026,-0.485426,0.046884,-17.103211,27.782252
2016-12-16,2017-01-20,call,231.0,1.1771,1.2024,1.1898,5000,50000,0.118173,0.247412,0.038375,-13.847767,22.02228
2016-12-16,2017-01-20,put,231.0,6.9621,7.1116,7.0368,5000,50000,0.118173,-0.752588,0.038375,-12.670243,22.02228
2016-12-16,2017-01-20,call,236.0,0.3513,0.3629,0.3571,5000,50000,0.115038,0.096223,0.021283,-7.240526,11.889655
2016-12-16,2017-01-20,put,236.0,11.0205,11.3829,11.2017,5000,50000,0.115038,-0.903777,0.021283,-6.037514,11.889655
2016-12-16,2017-01-20,call,242.0,0.0519,0.0543,0.0531,5000,50000,0.111363,0.018966,0.005964,-1.894389,3.225362
2016-12-16,2017-01-20,put,242.0,16.5089,17.2807,16.8948,5000,50000,0.111363,-0.981034,0.005964,-0.660793,3.225362
2016-12-16,2017-02-06,call,208.0,17.0583,17.8589,17.4586,5000,50000,0.133528,0.945415,0.009749,-5.397642,9.392529
2016-12-16,2017-02-06,put,208.0,0.2614,0.2736,0.2675,5000,50000,0.133528,-0.054585,0.009749,-4.337612,9.392529
2016-12-16,2017-02-06,call,214.0,11.8183,12.2091,12.0137,5000,50000,0.129364,0.857574,0.020493,-9.60711,19.127271
2016-12-16,2017-02-06,put,214.0,0.805,0.8316,0.8183,5000,50000,0.129364,-0.142426,0.020493,-8.516503,19.127271
2016-12-16,2017-02-06,call,219.0,7.9296,8.1013,8.0154,5000,50000,0.125983,0.729466,0.030929,-13.226538,28.112973
2016-12-16,2017-02-06,put,219.0,1.7969,1.8358,1.8163,5000,50000,0.125983,-0.270534,0.030929,-12.110449,28.112973
2016-12-16,2017-02-06,call,225.0,4.2182,4.2524,4.2353,5000,50000,0.122026,0.517015,0.038455,-15.070904,33.855542
2016-12-16,2017-02-06,put,225.0,4.0156,4.0482,4.0319,5000,50000,0.122026,-0.482985,0.038455,-13.924238,33.855542
2016-12-16,2017-02-06,call,231.0,1.7813,1.8195,1.8004,5000,50000,0.118173,0.292037,0.034214,-12.424322,29.170716
2016-12-16,2017-02-06,put,231.0,7.512,7.6733,7.5926,5000,50000,0.118173,-0.707963,0.034214,-11.247078,29.170716
2016-12-16,2017-02-06,call,236.0,0.7045,0.7276,0.716,5000,50000,0.115038,0.145315,0.02336,-7.990907,19.388187
2016-12-16,2017-02-06,put,236.0,11.3185,11.6907,11.5046,5000,50000,0.115038,-0.854685,0.02336,-6.788181,19.388187
2016-12-16,2017-02-06,call,242.0,0.1704,0.1784,0.1744,5000,50000,0.111363,0.045484,0.010107,-3.22527,8.120861
2016-12-16,2017-02-06,put,242.0,16.5713,17.346,16.9586,5000,50000,0.111363,-0.954516,0.010107,-1.991967,8.120861
2016-12-19,2017-01-09,call,209.0,16.2354,16.9769,16.6061,5000,50000,0.127796,0.993934,0.002483,-2.110765,0.928746
2016-12-19,2017-01-09,call,214.0,11.4993,11.8918,11.6955,5000,50000,0.124474,0.962673,0.012096,-5.834595,4.406267
2016-12-19,2017-01-09,put,214.0,0.0998,0.1032,0.1015,5000,50000,0.124474,-0.037327,0.012096,-4.722128,4.406267
2016-12-19,2017-01-09,call,220.0,6.2172,6.3444,6.2808,5000,50000,0.120588,0.811406,0.041409,-16.232796,14.612873
2016-12-19,2017-01-09,put,220.0,0.678,0.6919,0.685,5000,50000,0.120588,-0.188594,0.041409,-15.089138,14.612873
2016-12-19,2017-01-09,call,226.0,2.3164,2.3375,2.3269,5000,50000,0.116807,0.480214,0.063058,-22.431572,21.554752
2016-12-19,2017-01-09,put,226.0,2.717,2.7417,2.7293,5000,50000,0.116807,-0.519786,0.063058,-21.256724,21.554752
2016-12-19,2017-01-09,call,231.0,0.6567,0.67,0.6634,5000,50000,0.113733,0.196594,0.045034,-15.041781,14.988698
2016-12-19,2017-01-09,put,231.0,6.0032,6.1253,6.0643,5000,50000,0.113733,-0.803406,0.045034,-13.84094,14.988698
2016-12-19,2017-01-09,call,237.0,0.0724,0.0748,0.0736,5000,50000,0.110129,0.031914,0.012021,-3.744836,3.874085
2016-12-19,2017-01-09,put,237.0,11.2809,11.6644,11.4727,5000,50000,0.110129,-0.968086,0.012021,-2.512805,3.874085
2016-12-19,2017-01-09,put,242.0,16.0383,16.7685,16.4034,5000,50000,0.107196,-0.996704,0.001717,0.752375,0.53867
2016-12-19,2017-01-23,call,209.0,16.3473,17.0938,16.7206,5000,50000,0.127796,0.974759,0.006601,-3.798027,4.114584
2016-12-19,2017-01-23,put,209.0,0.0845,0.0883,0.0864,5000,50000,0.127796,-0.025241,0.006601,-2.711769,4.114584
2016-12-19,2017-01-23,call,214.0,11.7642,12.1658,11.965,5000,50000,0.124474,0.918291,0.017377,-7.861863,10.549602
2016-12-19,2017-01-23,put,214.0,0.3228,0.3338,0.3283,5000,50000,0.124474,-0.081709,0.017377,-6.749618,10.549602
2016-12-19,2017-01-23,call,220.0,6.8026,6.9418,6.8722,5000,50000,0.120588,0.757051,0.037159,-14.594307,21.855249
2016-12-19,2017-01-23,put,220.0,1.2201,1.245,1.2326,5000,50000,0.120588,-0.242949,0.037159,-13.450877,21.855249
2016-12-19,2017-01-23,call,226.0,3.0673,3.0952,3.0813,5000,50000,0.116807,0.489755,0.048888,-17.522179,27.85215
2016-12-19,2017-01-23,put,226.0,3.4231,3.4541,3.4386,5000,50000,0.116807,-0.510245,0.048888,-16.347565,27.85215
2016-12-19,2017-01-23,call,231.0,1.2029,1.2274,1.2151,5000,50000,0.113733,0.258272,0.040697,-13.684335,22.575045
2016-12-19,2017-01-23,put,231.0,6.5039,6.6361,6.57,5000,50000,0.113733,-0.741728,0.040697,-12.483734,22.575045
2016-12-19,2017-01-23,call,237.0,0.26,0.2689,0.2645,5000,50000,0.110129,0.077374,0.018847,-5.902609,10.123275
2016-12-19,2017-01-23,put,237.0,11.4222,11.8105,11.6163,5000,50000,0.110129,-0.922626,0.018847,-4.670823,10.123275
2016-12-19,2017-01-23,put,242.0,16.0334,16.7633,16.3984,5000,50000,0.107196,-0.98177,0.005977,-0.510157,3.125166
2016-12-19,2017-02-07,call,209.0,16.5266,17.2814,16.904,5000,50000,0.127796,0.950324,0.009618,-5.02152,8.564409
2016-12-19,2017-02-07,put,209.0,0.2201,0.2302,0.2252,5000,50000,0.127796,-0.049676,0.009618,-3.935494,8.564409
2016-12-19,2017-02-07,call,214.0,12.0984,12.5114,12.3049,5000,50000,0.124474,0.880517,0.019194,-8.531945,16.647132
2016-12-19,2017-02-07,put,214.0,0.6121,0.6329,0.6225,5000,50000,0.124474,-0.119483,0.019194,-7.419937,16.647132
2016-12-19,2017-02-07,call,220.0,7.3644,7.5152,7.4398,5000,50000,0.120588,0.723914,0.033213,-13.093253,27.906442
2016-12-19,2017-02-07,put,220.0,1.7354,1.7709,1.7531,5000,50000,0.120588,-0.276086,0.033213,-11.950067,27.906442
2016-12-19,2017-02-07,call,226.0,3.7226,3.7565,3.7395,5000,50000,0.116807,0.495986,0.040914,-14.759155,33.298983
2016-12-19,2017-02-07,put,226.0,4.0303,4.0669,4.0486,5000,50000,0.116807,-0.504014,0.040914,-13.584792,33.298983
2016-12-19,2017-02-07,call,231.0,1.7313,1.7665,1.7489,5000,50000,0.113733,0.297593,0.03649,-12.343903,28.916671
2016-12-19,2017-02-07,put,231.0,6.9834,7.1254,7.0544,5000,50000,0.113733,-0.702407,0.03649,-11.143559,28.916671
2016-12-19,2017-02-07,call,237.0,0.5201,0.5377,0.5289,5000,50000,0.110129,0.119164,0.021654,-6.816066,16.615762
2016-12-19,2017-02-07,put,237.0,11.6324,12.0279,11.8301,5000,50000,0.110129,-0.880836,0.021654,-5.584544,16.615762
2016-12-19,2017-02-07,call,242.0,0.1434,0.1499,0.1467,5000,50000,0.107196,0.041038,0.009833,-2.920933,7.344327
2016-12-19,2017-02-07,put,242.0,16.0783,16.8104,16.4444,5000,50000,0.107196,-0.958962,0.009833,-1.663429,7.344327
2016-12-20,2017-01-10,call,209.0,17.0647,17.8758,17.4703,5000,50000,0.125488,0.996338,0.001606,-1.730283,0.594342
2016-12-20,2017-01-10,call,215.0,11.3687,11.7523,11.5605,5000,50000,0.121599,0.963769,0.012038,-5.636279,4.316783
2016-12-20,2017-01-10,put,215.0,0.0946,0.0978,0.0962,5000,50000,0.121599,-0.036231,0.012038,-4.518613,4.316783
2016-12-20,2017-01-10,call,221.0,6.0816,6.204,6.1428,5000,50000,0.117817,0.810287,0.042374,-15.996464,14.722815
2016-12-20,2017-01-10,put,221.0,0.6699,0.6834,0.6767,5000,50000,0.117817,-0.189713,0.042374,-14.847607,14.722815
2016-12-20,2017-01-10,call,226.0,2.7119,2.7361,2.724,5000,50000,0.114743,0.535412,0.063772,-22.134264,21.579145
2016-12-20,2017-01-10,put,226.0,2.2464,2.2664,2.2564,5000,50000,0.114743,-0.464588,0.063772,-20.959415,21.579145
2016-12-20,2017-01-10,call,232.0,0.6013,0.6137,0.6075,5000,50000,0.111143,0.1862,0.044404,-14.273402,14.553878
2016-12-20,2017-01-10,put,232.0,6.0756,6.2006,6.1381,5000,50000,0.111143,-0.8138,0.044404,-13.067363,14.553878
2016-12-20,2017-01-10,call,238.0,0.0612,0.0633,0.0622,5000,50000,0.107634,0.028008,0.010995,-3.29716,3.48998
2016-12-20,2017-01-10,put,238.0,11.3962,11.7859,11.5911,5000,50000,0.107634,-0.971992,0.010995,-2.05993,3.48998
2016-12-20,2017-01-10,put,243.0,16.1626,16.9009,16.5317,5000,50000,0.104778,-0.997372,0.001427,0.858718,0.44086
2016-12-20,2017-01-24,call,209.0,17.1557,17.9711,17.5634,5000,50000,0.125488,0.9817,0.005103,-3.123919,3.147518
2016-12-20,2017-01-24,put,209.0,0.0579,0.0606,0.0592,5000,50000,0.125488,-0.0183,0.005103,-2.037661,3.147518
2016-12-20,2017-01-24,call,215.0,11.6256,12.0178,11.8217,5000,50000,0.121599,0.919864,0.017461,-7.638412,10.435987
2016-12-20,2017-01-24,put,215.0,0.3093,0.3197,0.3145,5000,50000,0.121599,-0.080136,0.017461,-6.52097,10.435987
2016-12-20,2017-01-24,call,221.0,6.6582,6.7922,6.7252,5000,50000,0.117817,0.756033,0.037973,-14.36374,21.9892
2016-12-20,2017-01-24,put,221.0,1.2029,1.2271,1.215,5000,50000,0.117817,-0.243967,0.037973,-13.215113,21.9892
2016-12-20,2017-01-24,call,226.0,3.4529,3.4837,3.4683,5000,50000,0.114743,0.532505,0.049428,-17.287113,27.875928
2016-12-20,2017-01-24,put,226.0,2.9425,2.9687,2.9556,5000,50000,0.114743,-0.467495,0.049428,-16.112499,27.875928
2016-12-20,2017-01-24,call,232.0,1.1237,1.1469,1.1353,5000,50000,0.111143,0.248806,0.040679,-13.165266,22.221891
2016-12-20,2017-01-24,put,232.0,6.5522,6.6871,6.6197,5000,50000,0.111143,-0.751194,0.040679,-11.959468,22.221891
2016-12-20,2017-01-24,call,238.0,0.231,0.2389,0.235,5000,50000,0.107634,0.071116,0.018011,-5.430133,9.528296
2016-12-20,2017-01-24,put,238.0,11.5194,11.9133,11.7163,5000,50000,0.107634,-0.928884,0.018011,-4.19315,9.528296
2016-12-20,2017-01-24,put,243.0,16.151,16.8888,16.5199,5000,50000,0.104778,-0.984192,0.005393,-0.272821,2.777372
2016-12-20,2017-02-08,call,209.0,17.3061,18.1287,17.7174,5000,50000,0.125488,0.960826,0.008057,-4.290731,7.099312
2016-12-20,2017-02-08,put,209.0,0.1647,0.1725,0.1686,5000,50000,0.125488,-0.039174,0.008057,-3.204705,7.099312
2016-12-20,2017-02-08,call,215.0,11.9509,12.3541,12.1525,5000,50000,0.121599,0.882248,0.019372,-8.316426,16.539828
2016-12-20,2017-02-08,put,215.0,0.5895,0.6093,0.5994,5000,50000,0.121599,-0.117752,0.019372,-7.199222,16.539828
2016-12-20,2017-02-08,call,221.0,7.2111,7.3562,7.2836,5000,50000,0.117817,0.72299,0.03392,-12.879983,28.06001
2016-12-20,2017-02-08,put,221.0,1.7091,1.7435,1.7263,5000,50000,0.117817,-0.27701,0.03392,-11.731601,28.06001
2016-12-20,2017-02-08,call,226.0,4.0994,4.136,4.1177,5000,50000,0.114743,0.531741,0.041361,-14.560774,33.323267
2016-12-20,2017-02-08,put,226.0,3.541,3.5726,3.5568,5000,50000,0.114743,-0.468259,0.041361,-13.386411,33.323267
2016-12-20,2017-02-08,call,232.0,1.6338,1.6674,1.6506,5000,50000,0.111143,0.289071,0.0367,-11.950149,28.639987
2016-12-20,2017-02-08,put,232.0,7.0132,7.1575,7.0854,5000,50000,0.111143,-0.710929,0.0367,-10.744608,28.639987
2016-12-20,2017-02-08,call,238.0,0.4729,0.4891,0.481,5000,50000,0.107634,0.1119,0.021106,-6.395766,15.950812
2016-12-20,2017-02-08,put,238.0,11.7113,12.1117,11.9115,5000,50000,0.107634,-0.8881,0.021106,-5.159048,15.950812
2016-12-20,2017-02-08,call,243.0,0.1249,0.1306,0.1278,5000,50000,0.104778,0.036981,0.009207,-2.633337,6.773532
2016-12-20,2017-02-08,put,243.0,16.1851,16.9244,16.5547,5000,50000,0.104778,-0.963019,0.009207,-1.370637,6.773532
2016-12-21,2017-01-11,call,209.0,16.4611,17.2213,16.8412,5000,50000,0.123138,0.995831,0.001844,-1.794048,0.66582
2016-12-21,2017-01-11,call,214.0,11.7064,12.1121,11.9093,5000,50000,0.119941,0.97034,0.010377,-4.881844,3.650035
2016-12-21,2017-01-11,put,214.0,0.074,0.0765,0.0752,5000,50000,0.119941,-0.02966,0.010377,-3.769377,3.650035
2016-12-21,2017-01-11,call,220.0,6.3489,6.4822,6.4156,5000,50000,0.116201,0.829836,0.040238,-14.788133,13.712275
2016-12-21,2017-01-11,put,220.0,0.5737,0.5858,0.5798,5000,50000,0.116201,-0.170164,0.040238,-13.644475,13.712275
2016-12-21,2017-01-11,call,226.0,2.3423,2.3623,2.3523,5000,50000,0.112562,0.494761,0.065441,-21.700522,21.602403
2016-12-21,2017-01-11,put,226.0,2.504,2.5254,2.5147,5000,50000,0.112562,-0.505239,0.065441,-20.525673,21.602403
2016-12-21,2017-01-11,call,231.0,0.6423,0.655,0.6487,5000,50000,0.109603,0.198616,0.046971,-14.610436,15.097758
2016-12-21,2017-01-11,put,231.0,5.7527,5.8664,5.8096,5000,50000,0.109603,-0.801384,0.046971,-13.409595,15.097758
2016-12-21,2017-01-11,call,237.0,0.0648,0.067,0.0659,5000,50000,0.106135,0.029895,0.011804,-3.423598,3.674086
2016-12-21,2017-01-11,put,237.0,11.0405,11.4095,11.225,5000,50000,0.106135,-0.970105,0.011804,-2.191567,3.674086
2016-12-21,2017-01-11,put,243.0,16.7637,17.5558,17.1597,5000,50000,0.102754,-0.998459,0.000899,1.019604,0.270804
2016-12-21,2017-01-25,call,209.0,16.5555,17.3201,16.9378,5000,50000,0.123138,0.980122,0.005595,-3.224791,3.367506
2016-12-21,2017-01-25,put,209.0,0.0622,0.065,0.0636,5000,50000,0.123138,-0.019878,0.005595,-2.138533,3.367506
2016-12-21,2017-01-25,call,214.0,11.9347,12.3483,12.1415,5000,50000,0.119941,0.929698,0.016065,-6.918473,9.418108
2016-12-21,2017-01-25,put,214.0,0.2603,0.2693,0.2648,5000,50000,0.119941,-0.070302,0.016065,-5.806228,9.418108
2016-12-21,2017-01-25,call,220.0,6.8895,7.0341,6.9618,5000,50000,0.116201,0.773774,0.037031,-13.615746,21.032176
2016-12-21,2017-01-25,put,220.0,1.0709,1.0934,1.0821,5000,50000,0.116201,-0.226226,0.037031,-12.472316,21.032176
2016-12-21,2017-01-25,call,226.0,3.0687,3.0949,3.0818,5000,50000,0.112562,0.501006,0.050695,-16.942218,27.890899
2016-12-21,2017-01-25,put,226.0,3.1855,3.2128,3.1991,5000,50000,0.112562,-0.498994,0.050695,-15.767604,27.890899
2016-12-21,2017-01-25,call,231.0,1.1723,1.1955,1.1839,5000,50000,0.109603,0.260083,0.042338,-13.261312,22.680863
2016-12-21,2017-01-25,put,231.0,6.2371,6.3604,6.2987,5000,50000,0.109603,-0.739917,0.042338,-12.060711,22.680863
2016-12-21,2017-01-25,call,237.0,0.2388,0.2468,0.2428,5000,50000,0.106135,0.074172,0.018916,-5.516488,9.812963
2016-12-21,2017-01-25,put,237.0,11.1681,11.5413,11.3547,5000,50000,0.106135,-0.925828,0.018916,-4.284702,9.812963
2016-12-21,2017-01-25,put,243.0,16.741,17.532,17.1365,5000,50000,0.102754,-0.988689,0.00413,0.138443,2.074314
2016-12-21,2017-02-09,call,209.0,16.7099,17.4816,17.0958,5000,50000,0.123138,0.958357,0.008653,-4.380103,7.439881
2016-12-21,2017-02-09,put,209.0,0.173,0.181,0.177,5000,50000,0.123138,-0.041643,0.008653,-3.294077,7.439881
2016-12-21,2017-02-09,call,214.0,12.2332,12.6571,12.4451,5000,50000,0.119941,0.893311,0.018353,-7.71308,15.37069
2016-12-21,2017-02-09,put,214.0,0.5139,0.5317,0.5228,5000,50000,0.119941,-0.106689,0.018353,-6.601072,15.37069
2016-12-21,2017-02-09,call,220.0,7.4166,7.5723,7.4945,5000,50000,0.116201,0.738923,0.033477,-12.348907,27.162084
2016-12-21,2017-02-09,put,220.0,1.5515,1.5841,1.5678,5000,50000,0.116201,-0.261077,0.033477,-11.205722,27.162084
2016-12-21,2017-02-09,call,226.0,3.7024,3.7341,3.7183,5000,50000,0.112562,0.505381,0.04241,-14.268957,33.333074
2016-12-21,2017-02-09,put,226.0,3.7712,3.8034,3.7873,5000,50000,0.112562,-0.494619,0.04241,-13.094594,33.333074
2016-12-21,2017-02-09,call,231.0,1.6842,1.7176,1.7009,5000,50000,0.109603,0.299203,0.037918,-11.951333,29.018616
2016-12-21,2017-02-09,put,231.0,6.7002,6.8327,6.7664,5000,50000,0.109603,-0.700797,0.037918,-10.750988,29.018616
2016-12-21,2017-02-09,call,237.0,0.4833,0.4995,0.4914,5000,50000,0.106135,0.115462,0.021949,-6.434232,16.265752
2016-12-21,2017-02-09,put,237.0,11.3628,11.7425,11.5526,5000,50000,0.106135,-0.884538,0.021949,-5.20271,16.265752
2016-12-21,2017-02-09,call,243.0,0.0924,0.0968,0.0946,5000,50000,0.102754,0.028976,0.007699,-2.105314,5.524012
2016-12-21,2017-02-09,put,243.0,16.7558,17.5474,17.1516,5000,50000,0.102754,-0.971024,0.007699,-0.842614,5.524012
2016-12-22,2017-01-12,call,208.0,17.0422,17.8546,17.4484,5000,50000,0.125307,0.996478,0.00156,-1.678633,0.571389
2016-12-22,2017-01-12,call,214.0,11.3448,11.7283,11.5366,5000,50000,0.121407,0.964371,0.011946,-5.521811,4.238694
2016-12-22,2017-01-12,put,214.0,0.0922,0.0953,0.0938,5000,50000,0.121407,-0.035629,0.011946,-4.430731,4.238694
2016-12-22,2017-01-12,call,220.0,6.0537,6.1756,6.1146,5000,50000,0.117614,0.810818,0.042566,-15.855642,14.631196
2016-12-22,2017-01-12,put,220.0,0.6634,0.6767,0.6701,5000,50000,0.117614,-0.189182,0.042566,-14.733971,14.631196
2016-12-22,2017-01-12,call,225.0,2.6851,2.7089,2.697,5000,50000,0.114531,0.534204,0.064196,-21.987625,21.487631
2016-12-22,2017-01-12,put,225.0,2.241,2.2609,2.251,5000,50000,0.114531,-0.465796,0.064196,-20.840461,21.487631
2016-12-22,2017-01-12,call,231.0,0.5873,0.5994,0.5933,5000,50000,0.110922,0.18369,0.044318,-14.057004,14.366619
2016-12-22,2017-01-12,put,231.0,6.0827,6.2084,6.1456,5000,50000,0.110922,-0.81631,0.044318,-12.879249,14.366619
2016-12-22,2017-01-12,call,237.0,0.0583,0.0603,0.0593,5000,50000,0.107405,0.026983,0.010729,-3.174285,3.367881
2016-12-22,2017-01-12,put,237.0,11.4137,11.8058,11.6097,5000,50000,0.107405,-0.973017,0.010729,-1.96594,3.367881
2016-12-22,2017-01-12,put,242.0,16.1817,16.9245,16.5531,5000,50000,0.104541,-0.997547,0.00135,0.856397,0.41237
2016-12-22,2017-01-26,call,208.0,17.1307,17.9473,17.539,5000,50000,0.125307,0.982142,0.005028,-3.044528,3.068727
2016-12-22,2017-01-26,put,208.0,0.0559,0.0586,0.0573,5000,50000,0.125307,-0.017858,0.005028,-1.984247,3.068727
2016-12-22,2017-01-26,call,214.0,11.5972,11.9892,11.7932,5000,50000,0.121407,0.920725,0.017425,-7.521371,10.304427
2016-12-22,2017-01-26,put,214.0,0.3034,0.3137,0.3086,5000,50000,0.121407,-0.079275,0.017425,-6.430504,10.304427
2016-12-22,2017-01-26,call,220.0,6.6254,6.7588,6.6921,5000,50000,0.117614,0.756475,0.038173,-14.246847,21.868687
2016-12-22,2017-01-26,put,220.0,1.1925,1.2165,1.2045,5000,50000,0.117614,-0.243525,0.038173,-13.125396,21.868687
2016-12-22,2017-01-26,call,225.0,3.421,3.4514,3.4362,5000,50000,0.114531,0.531524,0.049753,-17.169207,27.755836
2016-12-22,2017-01-26,put,225.0,2.9332,2.9593,2.9462,5000,50000,0.114531,-0.468476,0.049753,-16.022268,27.755836
2016-12-22,2017-01-26,call,231.0,1.1027,1.1255,1.1141,5000,50000,0.110922,0.246467,0.040739,-13.007955,22.01042
2016-12-22,2017-01-26,put,231.0,6.5534,6.6889,6.6211,5000,50000,0.110922,-0.753533,0.040739,-11.830431,22.01042
2016-12-22,2017-01-26,call,237.0,0.223,0.2307,0.2268,5000,50000,0.107405,0.06941,0.017796,-5.292529,9.3099
2016-12-22,2017-01-26,put,237.0,11.5328,11.9291,11.731,5000,50000,0.107405,-0.93059,0.017796,-4.08442,9.3099
2016-12-22,2017-01-26,put,242.0,16.1694,16.9116,16.5405,5000,50000,0.104541,-0.984866,0.00523,-0.235397,2.663323
2016-12-22,2017-02-10,call,208.0,17.2777,18.1012,17.6894,5000,50000,0.125307,0.961519,0.007989,-4.200787,6.96546
2016-12-22,2017-02-10,put,208.0,0.1604,0.168,0.1642,5000,50000,0.125307,-0.038481,0.007989,-3.140728,6.96546
2016-12-22,2017-02-10,call,214.0,11.9179,12.3209,12.1194,5000,50000,0.121407,0.883186,0.01938,-8.208493,16.372333
2016-12-22,2017-02-10,put,214.0,0.5801,0.5998,0.5899,5000,50000,0.121407,-0.116814,0.01938,-7.117855,16.372333
2016-12-22,2017-02-10,call,220.0,7.1739,7.3183,7.2461,5000,50000,0.117614,0.723353,0.03411,-12.778423,27.915665
2016-12-22,2017-02-10,put,220.0,1.6954,1.7295,1.7124,5000,50000,0.117614,-0.276647,0.03411,-11.657207,27.915665
2016-12-22,2017-02-10,call,225.0,4.0632,4.0993,4.0812,5000,50000,0.114531,0.530881,0.041632,-14.459448,33.178772
2016-12-22,2017-02-10,put,225.0,3.5284,3.5597,3.5441,5000,50000,0.114531,-0.469119,0.041632,-13.312749,33.178772
2016-12-22,2017-02-10,call,231.0,1.607,1.6402,1.6236,5000,50000,0.110922,0.286924,0.036809,-11.824039,28.410787
2016-12-22,2017-02-10,put,231.0,7.0098,7.1548,7.0823,5000,50000,0.110922,-0.713076,0.036809,-10.646762,28.410787
2016-12-22,2017-02-10,call,237.0,0.4595,0.4753,0.4674,5000,50000,0.107405,0.109876,0.020971,-6.268004,15.672626
2016-12-22,2017-02-10,put,237.0,11.7205,12.1232,11.9219,5000,50000,0.107405,-0.890124,0.020971,-5.060148,15.672626
2016-12-22,2017-02-10,call,242.0,0.1196,0.1251,0.1223,5000,50000,0.104541,0.035815,0.00903,-2.546926,6.56852
2016-12-22,2017-02-10,put,242.0,16.2015,16.9452,16.5733,5000,50000,0.104541,-0.964185,0.00903,-1.313588,6.56852
2016-12-23,2017-01-13,call,209.0,16.405,17.1605,16.7828,5000,50000,0.124959,0.995217,0.002054,-1.89792,0.752437
2016-12-23,2017-01-13,call,214.0,11.6566,12.059,11.8578,5000,50000,0.121714,0.967819,0.010943,-5.203655,3.903944
2016-12-23,2017-01-13,put,214.0,0.0824,0.0852,0.0838,5000,50000,0.121714,-0.032181,0.010943,-4.091187,3.903944
2016-12-23,2017-01-13,call,220.0,6.3238,6.4557,6.3897,5000,50000,0.117918,0.823983,0.040527,-15.287852,14.007159
2016-12-23,2017-01-13,put,220.0,0.6076,0.6203,0.6139,5000,50000,0.117918,-0.176017,0.040527,-14.144194,14.007159
2016-12-23,2017-01-13,call,226.0,2.3484,2.3688,2.3586,5000,50000,0.114224,0.491126,0.064496,-21.998822,21.593181
2016-12-23,2017-01-13,put,226.0,2.5698,2.5921,2.581,5000,50000,0.114224,-0.508874,0.064496,-20.823974,21.593181
2016-12-23,2017-01-13,call,231.0,0.6546,0.6677,0.6612,5000,50000,0.11122,0.199378,0.046408,-14.853141,15.128593
2016-12-23,2017-01-13,put,231.0,5.8241,5.94,5.8821,5000,50000,0.11122,-0.800622,0.046408,-13.6523,15.128593
2016-12-23,2017-01-13,call,237.0,0.0688,0.0711,0.0699,5000,50000,0.107699,0.031097,0.012022,-3.588124,3.795023
